date time client_id server_id client_uqid server_uqid n_bytes count duration nfs_version nfs_rsize nfs_wsize nfs_proto
2010-12-12 18:18:07.521297 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.24 v3 32768 2048 tcp
2010-12-12 18:18:13.544418 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.23 v3 32768 8192 tcp
2010-12-12 18:18:19.744790 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.24 v3 32768 32768 tcp
2010-12-12 18:18:46.374475 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.28 v3 32768 131072 tcp
2010-12-12 18:18:52.564193 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.24 v3 32768 524288 tcp
2010-12-12 18:18:58.641345 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.3 v4 32768 512 tcp
2010-12-12 18:19:05.230818 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.31 v4 32768 2048 tcp
2010-12-12 18:19:31.746701 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.31 v4 32768 8192 tcp
2010-12-12 18:19:40.090255 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.34 v4 32768 32768 tcp
2010-12-12 18:19:46.691429 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.36 v4 32768 131072 tcp
2010-12-12 18:19:52.985808 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.34 v4 32768 524288 tcp
2010-12-12 18:19:59.160885 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.23 v3 32768 512 udp
2010-12-12 18:20:22.836792 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.27 v3 32768 2048 udp
2010-12-12 18:20:29.482101 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.27 v4 32768 512 udp
2010-12-12 18:20:36.140573 1 0 i-e2c5f38f i-e0c5f38d 1024 50 0.32 v4 32768 2048 udp
2010-12-12 18:20:43.524136 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.17 v3 32768 512 tcp
2010-12-12 18:21:13.099975 1 0 i-e2c5f38f i-e0c5f38d 1024 250 2.67 v3 32768 2048 tcp
2010-12-12 18:21:21.515732 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.16 v3 32768 8192 tcp
2010-12-12 18:21:28.678985 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.23 v3 32768 32768 tcp
2010-12-12 18:21:35.689583 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.24 v3 32768 131072 tcp
2010-12-12 18:22:13.515001 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.21 v3 32768 524288 tcp
2010-12-12 18:22:21.349305 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.35 v4 32768 512 tcp
2010-12-12 18:22:29.212087 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.4 v4 32768 2048 tcp
2010-12-12 18:23:00.515622 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.37 v4 32768 8192 tcp
2010-12-12 18:23:08.423694 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.5 v4 32768 32768 tcp
2010-12-12 18:23:16.249547 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.42 v4 32768 131072 tcp
2010-12-12 18:23:48.985635 1 0 i-e2c5f38f i-e0c5f38d 1024 250 6.85 v4 32768 524288 tcp
2010-12-12 18:23:56.310612 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.22 v3 32768 512 udp
2010-12-12 18:24:03.365793 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.21 v3 32768 2048 udp
2010-12-12 18:24:42.122014 1 0 i-e2c5f38f i-e0c5f38d 1024 250 13.84 v4 32768 512 udp
2010-12-12 18:24:50.693998 1 0 i-e2c5f38f i-e0c5f38d 1024 250 1.42 v4 32768 2048 udp
2010-12-12 18:24:58.367541 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.19 v3 32768 512 tcp
2010-12-12 18:25:06.018328 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.17 v3 32768 2048 tcp
2010-12-12 18:25:13.515003 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.19 v3 32768 8192 tcp
2010-12-12 18:25:20.809993 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.19 v3 32768 32768 tcp
2010-12-12 18:25:28.660299 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.21 v3 32768 131072 tcp
2010-12-12 18:25:35.818290 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.2 v3 32768 524288 tcp
2010-12-12 18:26:01.111072 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.21 v4 32768 512 tcp
2010-12-12 18:26:26.104171 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.24 v4 32768 2048 tcp
2010-12-12 18:26:32.240939 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.38 v4 32768 8192 tcp
2010-12-12 18:26:38.171258 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.25 v4 32768 32768 tcp
2010-12-12 18:26:44.073375 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.29 v4 32768 131072 tcp
2010-12-12 18:26:49.987207 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.27 v4 32768 524288 tcp
2010-12-12 18:26:55.917581 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.21 v3 32768 512 udp
2010-12-12 18:27:01.665464 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.2 v3 32768 2048 udp
2010-12-12 18:27:10.895003 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.3 v4 32768 512 udp
2010-12-12 18:27:16.804068 1 0 i-e2c5f38f i-e0c5f38d 65536 10 0.24 v4 32768 2048 udp
2010-12-12 18:28:03.755159 1 0 i-e2c5f38f i-e0c5f38d 65536 50 24.31 v3 32768 512 tcp
2010-12-12 18:28:10.280698 1 0 i-e2c5f38f i-e0c5f38d 65536 50 0.87 v3 32768 2048 tcp
2010-12-12 18:28:16.818652 1 0 i-e2c5f38f i-e0c5f38d 65536 50 0.91 v3 32768 8192 tcp
2010-12-12 18:28:23.788199 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.05 v3 32768 32768 tcp
2010-12-12 18:28:30.271358 1 0 i-e2c5f38f i-e0c5f38d 65536 50 0.97 v3 32768 131072 tcp
2010-12-12 18:28:37.019166 1 0 i-e2c5f38f i-e0c5f38d 65536 50 0.99 v3 32768 524288 tcp
2010-12-12 18:28:43.976028 1 0 i-e2c5f38f i-e0c5f38d 65536 50 0.88 v4 32768 512 tcp
2010-12-12 18:29:55.614576 1 0 i-e2c5f38f i-e0c5f38d 65536 50 36.56 v4 32768 2048 tcp
2010-12-12 18:30:04.552779 1 0 i-e2c5f38f i-e0c5f38d 65536 50 0.98 v4 32768 8192 tcp
2010-12-12 18:30:12.579654 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.06 v4 32768 32768 tcp
2010-12-12 18:30:20.859899 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.08 v4 32768 131072 tcp
2010-12-12 18:30:29.490218 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.09 v4 32768 524288 tcp
2010-12-12 18:30:38.336259 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.03 v3 32768 512 udp
2010-12-12 18:30:46.982661 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.03 v3 32768 2048 udp
2010-12-12 18:30:55.861768 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.06 v4 32768 512 udp
2010-12-12 18:31:04.637496 1 0 i-e2c5f38f i-e0c5f38d 65536 50 1.22 v4 32768 2048 udp
2010-12-12 18:32:02.843431 1 0 i-e2c5f38f i-e0c5f38d 65536 250 31.63 v3 32768 512 tcp
2010-12-12 18:32:31.846427 1 0 i-e2c5f38f i-e0c5f38d 65536 250 4.22 v3 32768 2048 tcp
2010-12-12 18:32:44.309130 1 0 i-e2c5f38f i-e0c5f38d 65536 250 4.57 v3 32768 8192 tcp
2010-12-12 18:33:38.622548 1 0 i-e2c5f38f i-e0c5f38d 65536 250 26.92 v3 32768 32768 tcp
2010-12-12 18:34:09.715889 1 0 i-e2c5f38f i-e0c5f38d 65536 250 5.3 v3 32768 131072 tcp
2010-12-12 18:34:21.914495 1 0 i-e2c5f38f i-e0c5f38d 65536 250 4.86 v3 32768 524288 tcp
2010-12-12 18:34:54.809982 1 0 i-e2c5f38f i-e0c5f38d 65536 250 4.92 v4 32768 512 tcp
2010-12-12 18:35:48.440070 1 0 i-e2c5f38f i-e0c5f38d 65536 250 6.6 v4 32768 2048 tcp
2010-12-12 18:36:01.233832 1 0 i-e2c5f38f i-e0c5f38d 65536 250 4.92 v4 32768 8192 tcp
2010-12-12 18:37:02.417833 1 0 i-e2c5f38f i-e0c5f38d 65536 250 32.7 v4 32768 32768 tcp
2010-12-12 18:37:28.187184 1 0 i-e2c5f38f i-e0c5f38d 65536 250 5.12 v4 32768 131072 tcp
2010-12-12 18:37:40.180570 1 0 i-e2c5f38f i-e0c5f38d 65536 250 5.08 v4 32768 524288 tcp
2010-12-12 18:38:32.513327 1 0 i-e2c5f38f i-e0c5f38d 65536 250 25.68 v3 32768 512 udp
2010-12-12 18:39:07.070811 1 0 i-e2c5f38f i-e0c5f38d 65536 250 5.3 v3 32768 2048 udp
2010-12-12 18:39:23.967589 1 0 i-e2c5f38f i-e0c5f38d 65536 250 5.2 v4 32768 512 udp
2010-12-12 18:40:21.614802 1 0 i-e2c5f38f i-e0c5f38d 65536 250 31.11 v4 32768 2048 udp
2010-12-12 18:40:37.189896 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.05 v3 32768 512 tcp
2010-12-12 18:40:45.134255 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.0 v3 32768 2048 tcp
2010-12-12 18:40:53.056344 1 0 i-e2c5f38f i-e0c5f38d 524288 10 0.99 v3 32768 8192 tcp
2010-12-12 18:41:01.372780 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.08 v3 32768 32768 tcp
2010-12-12 18:41:09.595627 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.05 v3 32768 131072 tcp
2010-12-12 18:41:17.695391 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.06 v3 32768 524288 tcp
2010-12-12 18:42:05.612010 1 0 i-e2c5f38f i-e0c5f38d 524288 10 24.06 v4 32768 512 tcp
2010-12-12 18:42:13.380180 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.1 v4 32768 2048 tcp
2010-12-12 18:42:20.758738 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.04 v4 32768 8192 tcp
2010-12-12 18:42:27.984458 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.17 v4 32768 32768 tcp
2010-12-12 18:42:34.864677 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.15 v4 32768 131072 tcp
2010-12-12 18:42:41.557245 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.15 v4 32768 524288 tcp
2010-12-12 18:43:07.292674 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.0 v3 32768 512 udp
2010-12-12 18:43:56.966831 1 0 i-e2c5f38f i-e0c5f38d 524288 10 6.18 v3 32768 2048 udp
2010-12-12 18:44:02.991172 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.04 v4 32768 512 udp
2010-12-12 18:44:08.970712 1 0 i-e2c5f38f i-e0c5f38d 524288 10 1.08 v4 32768 2048 udp
2010-12-12 18:44:18.861354 1 0 i-e2c5f38f i-e0c5f38d 524288 50 5.04 v3 32768 512 tcp
